,year,crop_name,county,harvested_acres,production,yield,key_crop_name,price_per_unit,value
6694,2014,MUSHROOMS,Monterey,155.0,23500.0,151.61,Other Crops,,
6695,2014,MUSHROOMS,Santa Clara,140.0,20100.0,143.57,Other Crops,,
6696,2014,MUSHROOMS,Sum of Others,3.0,198.0,66.0,Other Crops,,
6697,2014,NECTARINES,Contra Costa,23.0,87.0,3.78,Nectarines,,
6698,2014,NECTARINES,Fresno,10800.0,107000.0,9.91,Nectarines,,
6699,2014,NECTARINES,Kern,295.0,2880.0,9.76,Nectarines,,
6700,2014,NECTARINES,Kings,1740.0,15800.0,9.08,Nectarines,,
6701,2014,NECTARINES,Tulare,9240.0,80800.0,8.74,Nectarines,,
6702,2014,NECTARINES,Sum of Others,525.0,3233.0,6.16,Nectarines,,
6703,2014,NURSERY PLANTS STRAWBERRY,Siskiyou,3800.0,1328000.0,349.47,Strawberries,,
6704,2014,OATS GRAIN,Glenn,3150.0,9120.0,2.9,Oats,,
6705,2014,OATS GRAIN,Riverside,2050.0,1190.0,0.58,Oats,,
6706,2014,OATS GRAIN,Sacramento,1400.0,2230.0,1.59,Oats,,
6707,2014,OATS GRAIN,San Mateo,117.0,59.0,0.5,Oats,,
6708,2014,OATS GRAIN,Siskiyou,137.0,308.0,2.25,Oats,,
6709,2014,OATS GRAIN,Sonoma,548.0,438.0,0.8,Oats,,
6710,2014,OATS GRAIN,Sum of Others,619.0,1095.0,1.77,Oats,,
6711,2014,OKRA,Riverside,1120.0,4640.0,4.14,Other Crops,,
6712,2014,OKRA,Sum of Others,411.0,2604.0,6.34,Other Crops,,
6713,2014,OLIVES,Butte,2570.0,8110.0,3.16,Olives,,
6714,2014,OLIVES,Calaveras,130.0,104.0,0.8,Olives,,
6715,2014,OLIVES,Contra Costa,183.0,324.0,1.77,Olives,,
6716,2014,OLIVES,Glenn,8880.0,27000.0,3.04,Olives,,
6717,2014,OLIVES,Lake,65.0,65.0,1.0,Olives,,
6718,2014,OLIVES,Madera,590.0,909.0,1.54,Olives,,
6719,2014,OLIVES,Napa,292.0,138.0,0.47,Olives,,
6720,2014,OLIVES,San Benito,121.0,210.0,1.74,Olives,,
6721,2014,OLIVES,San Joaquin,3850.0,15000.0,3.9,Olives,,
6722,2014,OLIVES,Solano,162.0,213.0,1.31,Olives,,
6723,2014,OLIVES,Sutter,1140.0,3050.0,2.68,Olives,,
6724,2014,OLIVES,Tehama,9830.0,41800.0,4.25,Olives,,
6725,2014,OLIVES,Tulare,11700.0,17800.0,1.52,Olives,,
6726,2014,OLIVES,Yolo,3690.0,12300.0,3.33,Olives,,
6727,2014,OLIVES,Sum of Others,1697.0,2532.0,1.49,Olives,,
6728,2014,ONIONS,Fresno,17300.0,402000.0,23.24,Onions,,
6729,2014,ONIONS,Imperial,10900.0,384000.0,35.23,Onions,,
6730,2014,ONIONS,Kern,7870.0,168000.0,21.35,Onions,,
6731,2014,ONIONS,Monterey,1880.0,75000.0,39.89,Onions,,
6732,2014,ONIONS,Orange,4.0,8.0,2.0,Onions,,
6733,2014,ONIONS,Riverside,124.0,4780.0,38.55,Onions,,
6734,2014,ONIONS,San Benito,934.0,16100.0,17.24,Onions,,
6735,2014,ONIONS,San Bernardino,8.0,86.0,10.75,Onions,,
6736,2014,ONIONS,San Joaquin,1580.0,27400.0,17.34,Onions,,
6737,2014,ONIONS,Santa Clara,42.0,798.0,19.0,Onions,,
6738,2014,ONIONS,Siskiyou,1580.0,37600.0,23.8,Onions,,
6739,2014,ONIONS,Ventura,328.0,5700.0,17.38,Onions,,
6740,2014,ONIONS,Sum of Others,2785.0,101474.0,36.44,Onions,,
6741,2014,ONIONS GREEN & SHALLOT,Monterey,1010.0,15400.0,15.25,Onions,,
6742,2014,ONIONS GREEN & SHALLOT,Sum of Others,405.0,1834.0,4.53,Onions,,
6743,2014,ORANGES NAVEL,Fresno,23500.0,293000.0,12.47,Oranges,,
6744,2014,ORANGES NAVEL,Kern,31400.0,322000.0,10.25,Oranges,,
6745,2014,ORANGES NAVEL,Riverside,1410.0,14000.0,9.93,Oranges,,
6746,2014,ORANGES NAVEL,San Bernardino,1200.0,10200.0,8.5,Oranges,,
6747,2014,ORANGES NAVEL,Tulare,79500.0,1087000.0,13.67,Oranges,,
6748,2014,ORANGES NAVEL,Ventura,457.0,5450.0,11.93,Oranges,,
6749,2014,ORANGES NAVEL,Sum of Others,120.0,925.0,7.71,Oranges,,
6750,2014,ORANGES UNSPECIFIED,Madera,2900.0,37900.0,13.07,Oranges,,
6751,2014,ORANGES UNSPECIFIED,San Diego,6170.0,55600.0,9.01,Oranges,,
6752,2014,ORANGES VALENCIA,Fresno,2620.0,38700.0,14.77,Oranges,,
6753,2014,ORANGES VALENCIA,Kern,5680.0,76000.0,13.38,Oranges,,
6754,2014,ORANGES VALENCIA,Orange,71.0,535.0,7.54,Oranges,,
6755,2014,ORANGES VALENCIA,Riverside,1300.0,10700.0,8.23,Oranges,,
6756,2014,ORANGES VALENCIA,San Bernardino,1000.0,9790.0,9.79,Oranges,,
6757,2014,ORANGES VALENCIA,San Luis Obispo,247.0,4170.0,16.88,Oranges,,
6758,2014,ORANGES VALENCIA,Tulare,16300.0,284000.0,17.42,Oranges,,
6759,2014,ORANGES VALENCIA,Ventura,2410.0,34300.0,14.23,Oranges,,
6760,2014,ORANGES VALENCIA,Sum of Others,20.0,240.0,12.0,Oranges,,
6761,2014,PARSLEY,Monterey,670.0,12200.0,18.21,Barley,,
6762,2014,PARSLEY,Ventura,549.0,11100.0,20.22,Barley,,
6763,2014,PARSLEY,Sum of Others,2680.0,29850.0,11.14,Barley,,
6764,2014,PARSNIPS,Sum of Others,13.0,628.0,48.31,Other Crops,,
6765,2014,PEACHES CLINGSTONE,Butte,1610.0,33600.0,20.87,Peaches,,
6766,2014,PEACHES CLINGSTONE,Fresno,1360.0,22000.0,16.18,Peaches,,
6767,2014,PEACHES CLINGSTONE,Kings,808.0,14300.0,17.7,Peaches,,
6768,2014,PEACHES CLINGSTONE,Madera,220.0,3120.0,14.18,Peaches,,
6769,2014,PEACHES CLINGSTONE,Merced,2140.0,35000.0,16.36,Peaches,,
6770,2014,PEACHES CLINGSTONE,San Joaquin,1070.0,18500.0,17.29,Peaches,,
6771,2014,PEACHES CLINGSTONE,Stanislaus,6030.0,125000.0,20.73,Peaches,,
6772,2014,PEACHES CLINGSTONE,Sutter,8430.0,184000.0,21.83,Peaches,,
6773,2014,PEACHES CLINGSTONE,Tulare,1200.0,15200.0,12.67,Peaches,,
6774,2014,PEACHES CLINGSTONE,Yuba,3140.0,55900.0,17.8,Peaches,,
6775,2014,PEACHES CLINGSTONE,Sum of Others,459.0,4700.0,10.24,Peaches,,
6776,2014,PEACHES FREESTONE,Fresno,13400.0,131000.0,9.78,Peaches,,
6777,2014,PEACHES FREESTONE,Kings,1950.0,19800.0,10.15,Peaches,,
6778,2014,PEACHES FREESTONE,Madera,470.0,8450.0,17.98,Peaches,,
6779,2014,PEACHES FREESTONE,Merced,1670.0,33300.0,19.94,Peaches,,
6780,2014,PEACHES FREESTONE,San Joaquin,619.0,13700.0,22.13,Peaches,,
6781,2014,PEACHES FREESTONE,Stanislaus,670.0,10600.0,15.82,Peaches,,
6782,2014,PEACHES FREESTONE,Tulare,11300.0,116000.0,10.27,Peaches,,
6783,2014,PEACHES FREESTONE,Sum of Others,621.0,8870.0,14.28,Peaches,,
6784,2014,PEACHES UNSPECIFIED,Contra Costa,101.0,414.0,4.1,Peaches,,
6785,2014,PEACHES UNSPECIFIED,El Dorado,108.0,324.0,3.0,Peaches,,
6786,2014,PEACHES UNSPECIFIED,Placer,96.0,262.0,2.73,Peaches,,
6787,2014,PEACHES UNSPECIFIED,Riverside,118.0,900.0,7.63,Peaches,,
6788,2014,PEACHES UNSPECIFIED,Sum of Others,837.0,9650.0,11.53,Peaches,,
6789,2014,PEANUTS ALL,Sum of Others,129.0,249.0,1.93,Peanuts,,
6790,2014,PEARS ASIAN,El Dorado,40.0,118.0,2.95,Pears,,
6791,2014,PEARS ASIAN,Fresno,1160.0,2720.0,2.34,Pears,,
6792,2014,PEARS ASIAN,Sum of Others,33.0,143.0,4.33,Pears,,
6793,2014,PEARS BARTLETT,El Dorado,65.0,202.0,3.11,Pears,,
6794,2014,PEARS BARTLETT,Lake,1960.0,30700.0,15.66,Pears,,
6795,2014,PEARS BARTLETT,Mendocino,1160.0,19600.0,16.9,Pears,,
6796,2014,PEARS BARTLETT,Sacramento,5180.0,104000.0,20.08,Pears,,
6797,2014,PEARS UNSPECIFIED,Lake,110.0,1280.0,11.64,Pears,,
6798,2014,PEARS UNSPECIFIED,Mendocino,152.0,1320.0,8.68,Pears,,
6799,2014,PEARS UNSPECIFIED,Placer,16.0,17.0,1.06,Pears,,
6800,2014,PEARS UNSPECIFIED,San Joaquin,185.0,3700.0,20.0,Pears,,
6801,2014,PEARS UNSPECIFIED,Tulare,148.0,1520.0,10.27,Pears,,
6802,2014,PEARS UNSPECIFIED,Sum of Others,108.0,1142.0,10.57,Pears,,
6803,2014,PEAS EDIBLE POD (SNOW),San Luis Obispo,333.0,514.0,1.54,Peas,,
6804,2014,PEAS EDIBLE POD (SNOW),Sum of Others,100.0,99.0,0.99,Peas,,
6805,2014,PEAS GREEN UNSPECIFIED,San Mateo,168.0,276.0,1.64,Peas,,
6806,2014,PEAS GREEN UNSPECIFIED,Sum of Others,154.0,564.0,3.66,Peas,,
6807,2014,PECANS,Tulare,1060.0,424.0,0.4,Pecans,,
6808,2014,PECANS,Sum of Others,1682.0,1433.0,0.85,Pecans,,
6809,2014,PEPPERS BELL,Fresno,830.0,15800.0,19.04,Peppers,,
6810,2014,PEPPERS BELL,Kern,2200.0,47700.0,21.68,Peppers,,
6811,2014,PEPPERS BELL,Monterey,1140.0,23300.0,20.44,Peppers,,
6812,2014,PEPPERS BELL,Riverside,4600.0,80000.0,17.39,Peppers,,
6813,2014,PEPPERS BELL,San Benito,1920.0,43000.0,22.4,Peppers,,
6814,2014,PEPPERS BELL,San Diego,205.0,4040.0,19.71,Peppers,,
6815,2014,PEPPERS BELL,San Joaquin,683.0,12700.0,18.59,Peppers,,
6816,2014,PEPPERS BELL,San Luis Obispo,877.0,10600.0,12.09,Peppers,,
6817,2014,PEPPERS BELL,Santa Barbara,463.0,6280.0,13.56,Peppers,,
6818,2014,PEPPERS BELL,Santa Clara,1480.0,44800.0,30.27,Peppers,,
6819,2014,PEPPERS BELL,Ventura,4350.0,173000.0,39.77,Peppers,,
6820,2014,PEPPERS BELL,Sum of Others,242.0,10230.0,42.27,Peppers,,
6821,2014,PEPPERS CHILI HOT,Santa Clara,443.0,11700.0,26.41,Peppers,,
6822,2014,PEPPERS CHILI HOT,Sum of Others,1899.0,37204.0,19.59,Peppers,,
6823,2014,PERSIMMONS,Fresno,396.0,1850.0,4.67,Other Tree Crops,,
6824,2014,PERSIMMONS,San Diego,299.0,449.0,1.5,Other Tree Crops,,
6825,2014,PERSIMMONS,Sutter,145.0,1230.0,8.48,Other Tree Crops,,
6826,2014,PERSIMMONS,Tulare,810.0,5690.0,7.02,Other Tree Crops,,
6827,2014,PERSIMMONS,Sum of Others,263.0,1095.0,4.16,Other Tree Crops,,
6828,2014,PISTACHIOS,Butte,713.0,856.0,1.2,Pistachios,,
6829,2014,PISTACHIOS,Fresno,50400.0,53400.0,1.06,Pistachios,,
6830,2014,PISTACHIOS,Glenn,1730.0,2160.0,1.25,Pistachios,,
6831,2014,PISTACHIOS,Kern,103000.0,79900.0,0.78,Pistachios,,
6832,2014,PISTACHIOS,Kings,19200.0,23600.0,1.23,Pistachios,,
6833,2014,PISTACHIOS,Madera,31000.0,49000.0,1.58,Pistachios,,
6834,2014,PISTACHIOS,Merced,5110.0,5400.0,1.06,Pistachios,,
6835,2014,PISTACHIOS,San Bernardino,183.0,134.0,0.73,Pistachios,,
6836,2014,PISTACHIOS,Tehama,226.0,145.0,0.64,Pistachios,,
6837,2014,PISTACHIOS,Tulare,45400.0,58100.0,1.28,Pistachios,,
6838,2014,PISTACHIOS,Sum of Others,1088.0,677.0,0.62,Pistachios,,
6839,2014,PLUMCOTS,Fresno,1060.0,5350.0,5.05,Plums,,
6840,2014,PLUMCOTS,Sum of Others,177.0,919.0,5.19,Plums,,
6841,2014,PLUMS,Contra Costa,27.0,113.0,4.19,Plums,,
6842,2014,PLUMS,El Dorado,52.0,186.0,3.58,Plums,,
6843,2014,PLUMS,Fresno,10800.0,105000.0,9.72,Plums,,
6844,2014,PLUMS,Kern,57.0,530.0,9.3,Plums,,
6845,2014,PLUMS,Kings,2030.0,18100.0,8.92,Plums,,
6846,2014,PLUMS,Tulare,9260.0,72100.0,7.79,Plums,,
6847,2014,PLUMS,Sum of Others,373.0,1479.0,3.97,Plums,,
6848,2014,PLUMS DRIED,Butte,7060.0,16400.0,2.32,Plums,,
6849,2014,PLUMS DRIED,Colusa,946.0,1800.0,1.9,Plums,,
6850,2014,PLUMS DRIED,Fresno,1730.0,3020.0,1.75,Plums,,
6851,2014,PLUMS DRIED,Glenn,5760.0,15000.0,2.6,Plums,,
6852,2014,PLUMS DRIED,Madera,890.0,1380.0,1.55,Plums,,
6853,2014,PLUMS DRIED,Merced,1410.0,3990.0,2.83,Plums,,
6854,2014,PLUMS DRIED,Placer,48.0,34.0,0.71,Plums,,
6855,2014,PLUMS DRIED,Solano,877.0,2450.0,2.79,Plums,,
6856,2014,PLUMS DRIED,Sutter,18400.0,43900.0,2.39,Plums,,
6857,2014,PLUMS DRIED,Tehama,6340.0,7040.0,1.11,Plums,,
6858,2014,PLUMS DRIED,Tulare,3440.0,3990.0,1.16,Plums,,
6859,2014,PLUMS DRIED,Yolo,1820.0,4280.0,2.35,Plums,,
6860,2014,PLUMS DRIED,Yuba,7580.0,21200.0,2.8,Plums,,
6861,2014,PLUMS DRIED,Sum of Others,40.0,66.0,1.65,Plums,,
6862,2014,POMEGRANATES,Fresno,4700.0,36100.0,7.68,Pomegranates,,
6863,2014,POMEGRANATES,Riverside,26.0,182.0,7.0,Pomegranates,,
6864,2014,POMEGRANATES,Tulare,5650.0,6160.0,1.09,Pomegranates,,
6865,2014,POMEGRANATES,Sum of Others,14760.0,71920.0,4.87,Pomegranates,,
6866,2014,POTATOES ALL,Imperial,2340.0,53200.0,22.74,Potatoes,,
6867,2014,POTATOES ALL,Kern,13500.0,373000.0,27.63,Potatoes,,
6868,2014,POTATOES ALL,Riverside,4070.0,92800.0,22.8,Potatoes,,
6869,2014,POTATOES ALL,San Diego,294.0,4630.0,15.75,Potatoes,,
6870,2014,POTATOES ALL,San Joaquin,3740.0,72600.0,19.41,Potatoes,,
6871,2014,POTATOES ALL,Siskiyou,4420.0,99200.0,22.44,Potatoes,,
6872,2014,POTATOES ALL,Sum of Others,1200.0,24001.0,20.0,Potatoes,,
6873,2014,POTATOES SWEET,Merced,17600.0,264000.0,15.0,Potatoes,,
6874,2014,POTATOES SWEET,Stanislaus,1270.0,20400.0,16.06,Potatoes,,
6875,2014,POTATOES SWEET,Sum of Others,704.0,21000.0,29.83,Potatoes,,
6876,2014,PUMPKINS,San Bernardino,240.0,429.0,1.79,Pumpkins,,
6877,2014,PUMPKINS,San Joaquin,3140.0,55300.0,17.61,Pumpkins,,
6878,2014,PUMPKINS,San Mateo,175.0,875.0,5.0,Pumpkins,,
6879,2014,PUMPKINS,Santa Clara,205.0,4260.0,20.78,Pumpkins,,
6880,2014,PUMPKINS,Stanislaus,288.0,5080.0,17.64,Pumpkins,,
6881,2014,PUMPKINS,Ventura,155.0,2330.0,15.03,Pumpkins,,
6882,2014,PUMPKINS,Sum of Others,137.0,1663.0,12.14,Pumpkins,,
6883,2014,QUINCE,Tulare,86.0,572.0,6.65,Other Tree Crops,,
6884,2014,QUINCE,Sum of Others,26.0,266.0,10.23,Other Tree Crops,,
6885,2014,RADICCHIO,Sum of Others,80.0,526.0,6.58,Greens,,
6886,2014,RADISHES,Monterey,166.0,2490.0,15.0,Radishes,,
6887,2014,RADISHES,Riverside,353.0,6960.0,19.72,Radishes,,
6888,2014,RADISHES,Ventura,999.0,16300.0,16.32,Radishes,,
6889,2014,RADISHES,Sum of Others,203.0,3612.0,17.79,Radishes,,
6890,2014,RAPPINI,Sum of Others,1360.0,3740.0,2.75,Greens,,
6891,2014,RICE MILLING,Butte,77800.0,342000.0,4.4,Rice,,
6892,2014,RICE MILLING,Colusa,111000.0,503000.0,4.53,Rice,,
6893,2014,RICE MILLING,Glenn,73300.0,337000.0,4.6,Rice,,
6894,2014,RICE MILLING,Placer,13600.0,57000.0,4.19,Rice,,
6895,2014,RICE MILLING,Sacramento,8590.0,38700.0,4.51,Rice,,
6896,2014,RICE MILLING,San Joaquin,3400.0,16100.0,4.74,Rice,,
6897,2014,RICE MILLING,Stanislaus,903.0,4280.0,4.74,Rice,,
6898,2014,RICE MILLING,Sutter,75900.0,341000.0,4.49,Rice,,
6899,2014,RICE MILLING,Yolo,39300.0,166000.0,4.22,Rice,,
6900,2014,RICE MILLING,Yuba,39000.0,166000.0,4.26,Rice,,
6901,2014,RICE MILLING,Sum of Others,4188.0,12310.0,2.94,Rice,,
6902,2014,RICE SEED,Butte,4400.0,20000.0,4.55,Rice,,
6903,2014,RICE SEED,Colusa,6160.0,27500.0,4.46,Rice,,
6904,2014,RICE SEED,Glenn,1760.0,7740.0,4.4,Rice,,
6905,2014,RICE SEED,Sutter,3180.0,14000.0,4.4,Rice,,
6906,2014,RICE WILD,Lassen,1710.0,1150.0,0.67,Rice,,
6907,2014,RICE WILD,Shasta,5600.0,4230.0,0.76,Rice,,
6908,2014,RICE WILD,Sutter,1150.0,1240.0,1.08,Rice,,
6909,2014,RUTABAGAS,Sum of Others,36.0,372.0,10.33,Greens,,
6910,2014,RYE GRAIN,Sacramento,4860.0,8740.0,1.8,Rye,,
6911,2014,RYE GRAIN,Siskiyou,3660.0,2750.0,0.75,Rye,,
6912,2014,RYE GRAIN,Sum of Others,600.0,2380.0,3.97,Rye,,
6913,2014,RYE SEED,Siskiyou,175.0,263.0,1.5,Rye,,
6914,2014,SAFFLOWER,Butte,92.0,101.0,1.1,Safflower,,
6915,2014,SAFFLOWER,Colusa,1060.0,1250.0,1.18,Safflower,,
6916,2014,SAFFLOWER,Sacramento,1590.0,2230.0,1.4,Safflower,,
6917,2014,SAFFLOWER,San Joaquin,3170.0,4980.0,1.57,Safflower,,
6918,2014,SAFFLOWER,Solano,2640.0,2560.0,0.97,Safflower,,
6919,2014,SAFFLOWER,Sutter,2120.0,2500.0,1.18,Safflower,,
6920,2014,SAFFLOWER,Yolo,7170.0,7170.0,1.0,Safflower,,
6921,2014,SAFFLOWER,Sum of Others,5963.0,9508.0,1.59,Safflower,,
6922,2014,SAFFLOWER SEED PLANTING,Sutter,455.0,410.0,0.9,Safflower,,
6923,2014,SALAD GREENS MISC.,Imperial,3230.0,10500.0,3.25,Greens,,
6924,2014,SALAD GREENS MISC.,Monterey,8060.0,78800.0,9.78,Greens,,
6925,2014,SALAD GREENS MISC.,Santa Clara,620.0,3600.0,5.81,Greens,,
6926,2014,SALAD GREENS MISC.,Sum of Others,1127.0,5982.0,5.31,Greens,,
6927,2014,SEED ALFALFA,Fresno,7930.0,3040.0,0.38,Alfalfa,,
6928,2014,SEED ALFALFA,Imperial,32300.0,8510.0,0.26,Alfalfa,,
6929,2014,SEED ALFALFA,Lassen,203.0,40.0,0.2,Alfalfa,,
6930,2014,SEED ALFALFA,Sum of Others,840.0,331.0,0.39,Alfalfa,,
6931,2014,SEED BERMUDA GRASS,Imperial,19000.0,4160.0,0.22,Sod/Grass Seed,,
6932,2014,SEED CLOVER UNSPECIFIED,Sacramento,1270.0,343.0,0.27,Clover/Wildflowers,,
6933,2014,SEED SUDAN GRASS,Sacramento,923.0,1080.0,1.17,Other Hay/Non Alfalfa,,
6934,2014,SEED VETCH,Sum of Others,2520.0,428.0,0.17,Vetch,,
6935,2014,SILAGE,Fresno,8960.0,163000.0,18.19,Other Hay/Non Alfalfa,,
6936,2014,SILAGE,Kern,85000.0,1632000.0,19.2,Other Hay/Non Alfalfa,,
6937,2014,SILAGE,Kings,56700.0,910000.0,16.05,Other Hay/Non Alfalfa,,
6938,2014,SILAGE,Madera,18200.0,291000.0,15.99,Other Hay/Non Alfalfa,,
6939,2014,SILAGE,Marin,1440.0,14200.0,9.86,Other Hay/Non Alfalfa,,
6940,2014,SILAGE,Merced,85500.0,1355000.0,15.85,Other Hay/Non Alfalfa,,
6941,2014,SILAGE,Sacramento,3670.0,46700.0,12.72,Other Hay/Non Alfalfa,,
6942,2014,SILAGE,San Joaquin,112000.0,1537000.0,13.72,Other Hay/Non Alfalfa,,
6943,2014,SILAGE,Sonoma,4480.0,45900.0,10.25,Other Hay/Non Alfalfa,,
6944,2014,SILAGE,Stanislaus,53400.0,985000.0,18.45,Other Hay/Non Alfalfa,,
6945,2014,SILAGE,Tehama,792.0,22200.0,28.03,Other Hay/Non Alfalfa,,
6946,2014,SILAGE,Tulare,75100.0,1724000.0,22.96,Other Hay/Non Alfalfa,,
6947,2014,SILAGE,Sum of Others,6252.0,79918.0,12.78,Other Hay/Non Alfalfa,,
6948,2014,SORGHUM GRAIN,Sum of Others,10760.0,69900.0,6.5,Sorghum,,
6949,2014,SORGHUM SILAGE,Kings,13100.0,212000.0,16.18,Sorghum,,
6950,2014,SORGHUM SILAGE,Riverside,1150.0,17200.0,14.96,Sorghum,,
6951,2014,SORGHUM SILAGE,San Bernardino,2100.0,75000.0,35.71,Sorghum,,
6952,2014,SORGHUM SILAGE,Sum of Others,4652.0,76583.0,16.46,Sorghum,,
6953,2014,SPICES AND HERBS,Monterey,89.0,669.0,7.52,Herbs,,
6954,2014,SPICES AND HERBS,Riverside,1160.0,8440.0,7.28,Herbs,,
6955,2014,SPICES AND HERBS,San Bernardino,53.0,219.0,4.13,Herbs,,
6956,2014,SPICES AND HERBS,San Diego,401.0,4410.0,11.0,Herbs,,
6957,2014,SPICES AND HERBS,Sum of Others,206.0,1511.0,7.33,Herbs,,
6958,2014,SPINACH FOOD SERVICE,Monterey,12500.0,127000.0,10.16,Greens,,
6959,2014,SPINACH FRESH MARKET,Monterey,1510.0,15400.0,10.2,Greens,,
6960,2014,SPINACH FRESH MARKET,Sum of Others,98.0,304.0,3.1,Greens,,
6961,2014,SPINACH PROCESSING,Sum of Others,110.0,669.0,6.08,Greens,,
6962,2014,SPINACH UNSPECIFIED,Imperial,6630.0,34800.0,5.25,Greens,,
6963,2014,SPINACH UNSPECIFIED,Riverside,1430.0,10500.0,7.34,Greens,,
6964,2014,SPINACH UNSPECIFIED,San Benito,3430.0,14200.0,4.14,Greens,,
6965,2014,SPINACH UNSPECIFIED,Santa Barbara,1450.0,12100.0,8.34,Greens,,
6966,2014,SPINACH UNSPECIFIED,Santa Clara,922.0,8670.0,9.4,Greens,,
6967,2014,SPINACH UNSPECIFIED,Ventura,1260.0,10400.0,8.25,Greens,,
6968,2014,SPINACH UNSPECIFIED,Sum of Others,121.0,970.0,8.02,Greens,,
6969,2014,SQUASH,Contra Costa,61.0,361.0,5.92,Squash,,
6970,2014,SQUASH,Fresno,750.0,12800.0,17.07,Squash,,
6971,2014,SQUASH,Monterey,247.0,2700.0,10.93,Squash,,
6972,2014,SQUASH,Riverside,404.0,4240.0,10.5,Squash,,
6973,2014,SQUASH,San Bernardino,43.0,920.0,21.4,Squash,,
6974,2014,SQUASH,San Diego,408.0,3670.0,9.0,Squash,,
6975,2014,SQUASH,San Luis Obispo,131.0,3460.0,26.41,Squash,,
6976,2014,SQUASH,Santa Barbara,633.0,5390.0,8.52,Squash,,
6977,2014,SQUASH,Santa Clara,160.0,1250.0,7.81,Squash,,
6978,2014,SQUASH,Stanislaus,131.0,2360.0,18.02,Squash,,
6979,2014,SQUASH,Sum of Others,378.0,3120.0,8.25,Squash,,
6980,2014,STRAW,Sum of Others,10790.0,33100.0,3.07,Other Hay/Non Alfalfa,,
6981,2014,SUGAR BEETS,Imperial,24400.0,1058000.0,43.36,Sugarbeets,,
6982,2014,SUNFLOWER SEED PLANTING,Colusa,6310.0,3850.0,0.61,Sunflower,,
6983,2014,SUNFLOWER SEED PLANTING,Glenn,3220.0,1610.0,0.5,Sunflower,,
6984,2014,SUNFLOWER SEED PLANTING,Sacramento,1590.0,2230.0,1.4,Sunflower,,
6985,2014,SUNFLOWER SEED PLANTING,Solano,9890.0,5980.0,0.6,Sunflower,,
6986,2014,SUNFLOWER SEED PLANTING,Sutter,10200.0,7390.0,0.72,Sunflower,,
6987,2014,SWISS CHARD,Monterey,627.0,5860.0,9.35,Greens,,
6988,2014,SWISS CHARD,Sum of Others,980.0,10419.0,10.63,Greens,,
6989,2014,TANGELOS,Imperial,759.0,3100.0,4.08,Citrus,,
6990,2014,TANGELOS,Riverside,482.0,3280.0,6.8,Citrus,,
6991,2014,TANGELOS,Sum of Others,639.0,6050.0,9.47,Citrus,,
6992,2014,TANGERINES & MANDARINS,Fresno,14500.0,121000.0,8.34,Citrus,,
6993,2014,TANGERINES & MANDARINS,Imperial,816.0,2660.0,3.26,Citrus,,
6994,2014,TANGERINES & MANDARINS,Kern,23000.0,241000.0,10.48,Citrus,,
6995,2014,TANGERINES & MANDARINS,Placer,202.0,867.0,4.29,Citrus,,
6996,2014,TANGERINES & MANDARINS,Riverside,1640.0,14200.0,8.66,Citrus,,
6997,2014,TANGERINES & MANDARINS,San Diego,964.0,13700.0,14.21,Citrus,,
6998,2014,TANGERINES & MANDARINS,Tulare,21700.0,154000.0,7.1,Citrus,,
6999,2014,TANGERINES & MANDARINS,Ventura,1980.0,8420.0,4.25,Citrus,,
7000,2014,TANGERINES & MANDARINS,Sum of Others,2701.0,35996.0,13.33,Citrus,,
7001,2014,TOMATOES FRESH MARKET,Fresno,8740.0,241000.0,27.57,Tomatoes,,
7002,2014,TOMATOES FRESH MARKET,Kern,840.0,16100.0,19.17,Tomatoes,,
7003,2014,TOMATOES FRESH MARKET,Madera,600.0,9750.0,16.25,Tomatoes,,
7004,2014,TOMATOES FRESH MARKET,Merced,8580.0,151000.0,17.6,Tomatoes,,
7005,2014,TOMATOES FRESH MARKET,Riverside,262.0,4980.0,19.01,Tomatoes,,
7006,2014,TOMATOES FRESH MARKET,San Benito,578.0,8420.0,14.57,Tomatoes,,
7007,2014,TOMATOES FRESH MARKET,San Diego,1720.0,25800.0,15.0,Tomatoes,,
7008,2014,TOMATOES FRESH MARKET,San Joaquin,2110.0,34000.0,16.11,Tomatoes,,
7009,2014,TOMATOES FRESH MARKET,Santa Clara,904.0,18500.0,20.46,Tomatoes,,
7010,2014,TOMATOES FRESH MARKET,Stanislaus,762.0,11800.0,15.49,Tomatoes,,
7011,2014,TOMATOES PROCESSING,Colusa,15700.0,896000.0,57.07,Tomatoes,,
7012,2014,TOMATOES PROCESSING,Fresno,89600.0,4754000.0,53.06,Tomatoes,,
7013,2014,TOMATOES PROCESSING,Kern,14000.0,740000.0,52.86,Tomatoes,,
7014,2014,TOMATOES PROCESSING,Kings,34000.0,1800000.0,52.94,Tomatoes,,
7015,2014,TOMATOES PROCESSING,Madera,5600.0,328000.0,58.57,Tomatoes,,
7016,2014,TOMATOES PROCESSING,Merced,23000.0,1242000.0,54.0,Tomatoes,,
7017,2014,TOMATOES PROCESSING,Sacramento,3800.0,162000.0,42.63,Tomatoes,,
7018,2014,TOMATOES PROCESSING,San Benito,1140.0,59200.0,51.93,Tomatoes,,
7019,2014,TOMATOES PROCESSING,San Joaquin,35700.0,1599000.0,44.79,Tomatoes,,
7020,2014,TOMATOES PROCESSING,Santa Clara,844.0,52100.0,61.73,Tomatoes,,
