,year,crop_name,county,harvested_acres,production,yield,key_crop_name,price_per_unit,value
279,2008,CHERRIES SWEET ,Sum of Others ,650 ,625 ,0.96 ,Cherries,,
280,2008,CHERRIES SWEET , State Totals,33713 ,148149 ,4.39 ,Cherries,,
281,2008,CHESTNUTS ,Sum of Others ,9 ,4 ,0.44 ,Other Tree Crops,,
282,2008,CHESTNUTS , State Totals,9 ,4 ,0.44 ,Other Tree Crops,,
283,2008,CHIVES ,Sum of Others ,24 ,71 ,2.96 ,Cherries,,
284,2008,CHIVES , State Totals,24 ,71 ,2.96 ,Cherries,,
285,2008,CHRISTMAS TREES & CUT GREENS ,Santa Clara ,1122 ,3254 ,2.90 ,Christmas Trees,,
286,2008,CHRISTMAS TREES & CUT GREENS ,Sum of Others ,128 ,2987 ,23.34 ,Christmas Trees,,
287,2008,CHRISTMAS TREES & CUT GREENS , State Totals,1335 ,6241 ,4.99 ,Christmas Trees,,
288,2008,CILANTRO ,Monterey ,877 ,7620 ,8.69 ,Herbs,,
289,2008,CILANTRO ,Ventura ,3702 ,31753 ,8.58 ,Herbs,,
290,2008,CILANTRO ,Sum of Others ,1789 ,12714 ,7.11 ,Herbs,,
291,2008,CILANTRO , State Totals,6368 ,52087 ,8.18 ,Herbs,,
292,2008,CITRUS UNSPECIFIED ,Fresno ,6078 ,73650 ,12.12 ,Citrus,,
293,2008,CITRUS UNSPECIFIED ,Glenn ,452 ,2142 ,4.74 ,Citrus,,
294,2008,CITRUS UNSPECIFIED ,Los Angeles ,24 ,26 ,1.08 ,Citrus,,
295,2008,CITRUS UNSPECIFIED ,Monterey ,1215 ,33400 ,27.49 ,Citrus,,
296,2008,CITRUS UNSPECIFIED ,Stanislaus ,2348 ,12400 ,5.28 ,Citrus,,
297,2008,CITRUS UNSPECIFIED ,Sum of Others ,174 ,664 ,3.82 ,Citrus,,
298,2008,CITRUS UNSPECIFIED , State Totals,10291 ,122282 ,11.88 ,Citrus,,
299,2008,COLLARD GREENS ,Sum of Others ,34 ,448 ,13.18 ,Greens,,
300,2008,COLLARD GREENS , State Totals,34 ,448 ,13.18 ,Greens,,
301,2008,CORN GRAIN ,Colusa ,2750 ,16775 ,6.10 ,Corn,,
302,2008,CORN GRAIN ,Contra Costa ,7700 ,30800 ,4.00 ,Corn,,
303,2008,CORN GRAIN ,Fresno ,2140 ,12300 ,5.75 ,Corn,,
304,2008,CORN GRAIN ,Glenn ,9094 ,57383 ,6.31 ,Corn,,
305,2008,CORN GRAIN ,Kings ,2953 ,15621 ,5.29 ,Corn,,
306,2008,CORN GRAIN ,Madera ,2000 ,12820 ,6.41 ,Corn,,
307,2008,CORN GRAIN ,Merced ,12294 ,72790 ,5.92 ,Corn,,
308,2008,CORN GRAIN ,Sacramento ,22893 ,109890 ,4.80 ,Corn,,
309,2008,CORN GRAIN ,San Joaquin ,71800 ,372000 ,5.18 ,Corn,,
310,2008,CORN GRAIN ,Solano ,7504 ,40897 ,5.45 ,Corn,,
311,2008,CORN GRAIN ,Sutter ,7720 ,47941 ,6.21 ,Corn,,
312,2008,CORN GRAIN ,Tehama ,1610 ,10948 ,6.80 ,Corn,,
313,2008,CORN GRAIN ,Tulare ,13600 ,78200 ,5.75 ,Corn,,
314,2008,CORN GRAIN ,Yolo ,8118 ,44730 ,5.51 ,Corn,,
315,2008,CORN GRAIN , State Totals,172186 ,923095 ,5.36 ,Corn,,
316,2008,CORN POPCORN ,Sum of Others ,204 ,391 ,1.92 ,Corn,,
317,2008,CORN POPCORN , State Totals,204 ,391 ,1.92 ,Corn,,
318,2008,CORN SEED ,Sum of Others ,23 ,3 ,0.13 ,Corn,,
319,2008,CORN SEED , State Totals,23 ,3 ,0.13 ,Corn,,
320,2008,CORN SILAGE ,Fresno ,50400 ,1533000 ,30.42 ,Corn,,
321,2008,CORN SILAGE ,Glenn ,3897 ,105492 ,27.07 ,Corn,,
322,2008,CORN SILAGE ,Kings ,73944 ,1996488 ,27.00 ,Corn,,
323,2008,CORN SILAGE ,Madera ,27300 ,712803 ,26.11 ,Corn,,
324,2008,CORN SILAGE ,Merced ,94423 ,2670935 ,28.29 ,Corn,,
325,2008,CORN SILAGE ,Riverside ,957 ,23925 ,25.00 ,Corn,,
326,2008,CORN SILAGE ,Sacramento ,8963 ,239320 ,26.70 ,Corn,,
327,2008,CORN SILAGE ,San Bernardino ,870 ,24360 ,28.00 ,Corn,,
328,2008,CORN SILAGE ,San Joaquin ,40500 ,1125000 ,27.78 ,Corn,,
329,2008,CORN SILAGE ,Sonoma ,304 ,8138 ,26.77 ,Corn,,
330,2008,CORN SILAGE ,Stanislaus ,71764 ,2004000 ,27.92 ,Corn,,
331,2008,CORN SILAGE ,Tulare ,159000 ,4070000 ,25.60 ,Corn,,
332,2008,CORN SILAGE ,Sum of Others ,3281 ,92321 ,28.14 ,Corn,,
333,2008,CORN SILAGE , State Totals,535603 ,14605782 ,27.27 ,Corn,,
334,2008,CORN SWEET ALL ,Contra Costa ,3280 ,33500 ,10.21 ,Corn,,
335,2008,CORN SWEET ALL ,Fresno ,8410 ,56900 ,6.77 ,Corn,,
336,2008,CORN SWEET ALL ,Imperial ,6345 ,57898 ,9.12 ,Corn,,
337,2008,CORN SWEET ALL ,Orange ,22 ,123 ,5.59 ,Corn,,
338,2008,CORN SWEET ALL ,Riverside ,2543 ,20884 ,8.21 ,Corn,,
339,2008,CORN SWEET ALL ,San Bernardino ,25 ,63 ,2.52 ,Corn,,
340,2008,CORN SWEET ALL ,San Diego ,144 ,1094 ,7.60 ,Corn,,
341,2008,CORN SWEET ALL ,San Joaquin ,2780 ,14000 ,5.04 ,Corn,,
342,2008,CORN SWEET ALL ,Santa Clara ,1106 ,10728 ,9.70 ,Corn,,
343,2008,CORN SWEET ALL ,Tulare ,160 ,984 ,6.15 ,Corn,,
344,2008,CORN SWEET ALL ,Ventura ,197 ,1207 ,6.13 ,Corn,,
345,2008,CORN SWEET ALL ,Sum of Others ,807 ,4579 ,5.67 ,Corn,,
346,2008,CORN SWEET ALL , State Totals,25819 ,201960 ,7.82 ,Corn,,
347,2008,COTTON LINT PIMA ,Fresno ,47200 ,29250 ,0.62 ,Cotton,,
348,2008,COTTON LINT PIMA ,Kern ,30289 ,21500 ,0.71 ,Cotton,,
349,2008,COTTON LINT PIMA ,Kings ,72465 ,44658 ,0.62 ,Cotton,,
350,2008,COTTON LINT PIMA , State Totals,149954 ,95408 ,0.64 ,Cotton,,
351,2008,COTTON LINT UNSPECIFIED ,Merced ,35010 ,26783 ,0.77 ,Cotton,,
352,2008,COTTON LINT UNSPECIFIED ,Tulare ,12600 ,9702 ,0.77 ,Cotton,,
353,2008,COTTON LINT UNSPECIFIED ,Sum of Others ,547 ,355 ,0.65 ,Cotton,,
354,2008,COTTON LINT UNSPECIFIED , State Totals,48157 ,36840 ,0.76 ,Cotton,,
355,2008,COTTON LINT UPLAND ,Fresno ,22600 ,15575 ,0.69 ,Cotton,,
356,2008,COTTON LINT UPLAND ,Glenn ,2401 ,2107 ,0.88 ,Cotton,,
357,2008,COTTON LINT UPLAND ,Imperial ,2478 ,2397 ,0.97 ,Cotton,,
358,2008,COTTON LINT UPLAND ,Kern ,21949 ,16750 ,0.76 ,Cotton,,
359,2008,COTTON LINT UPLAND ,Kings ,13515 ,10169 ,0.75 ,Cotton,,
360,2008,COTTON LINT UPLAND ,Madera ,2500 ,1424 ,0.57 ,Cotton,,
361,2008,COTTON LINT UPLAND ,Riverside ,13300 ,13633 ,1.03 ,Cotton,,
362,2008,COTTON LINT UPLAND , State Totals,78743 ,62055 ,0.79 ,Cotton,,
363,2008,COTTON SEED PLANTING ,Fresno ,1450 ,1407 ,0.97 ,Cotton,,
364,2008,COTTON SEED PLANTING ,Kern ,4397 ,5000 ,1.14 ,Cotton,,
365,2008,COTTON SEED PLANTING ,Tulare ,4520 ,5600 ,1.24 ,Cotton,,
366,2008,COTTON SEED PLANTING , State Totals,10367 ,12007 ,1.16 ,Cotton,,
367,2008,CUCUMBERS ,Orange ,35 ,345 ,9.86 ,Cucumbers,,
368,2008,CUCUMBERS ,San Bernardino ,11 ,127 ,11.55 ,Cucumbers,,
369,2008,CUCUMBERS ,San Diego ,339 ,5560 ,16.40 ,Cucumbers,,
370,2008,CUCUMBERS ,San Joaquin ,1630 ,12700 ,7.79 ,Cucumbers,,
371,2008,CUCUMBERS ,Tulare ,447 ,3640 ,8.14 ,Cucumbers,,
372,2008,CUCUMBERS ,Ventura ,79 ,1884 ,23.85 ,Cucumbers,,
373,2008,CUCUMBERS ,Sum of Others ,402 ,2685 ,6.68 ,Cucumbers,,
374,2008,CUCUMBERS , State Totals,2943 ,26941 ,9.15 ,Cucumbers,,
375,2008,DATES ,Imperial ,1038 ,3654 ,3.52 ,Other Tree Crops,,
376,2008,DATES ,Riverside ,5224 ,24917 ,4.77 ,Other Tree Crops,,
377,2008,DATES ,Sum of Others ,83 ,47 ,0.57 ,Other Tree Crops,,
378,2008,DATES , State Totals,6345 ,28618 ,4.51 ,Other Tree Crops,,
379,2008,EGGPLANT ALL ,Fresno ,730 ,12300 ,16.85 ,Eggplants,,
380,2008,EGGPLANT ALL ,Orange ,2 ,5 ,2.50 ,Eggplants,,
381,2008,EGGPLANT ALL ,Riverside ,364 ,3651 ,10.03 ,Eggplants,,
382,2008,EGGPLANT ALL ,Sum of Others ,10 ,109 ,10.90 ,Eggplants,,
383,2008,EGGPLANT ALL , State Totals,1106 ,16065 ,14.53 ,Eggplants,,
384,2008,ENDIVE ALL ,Monterey ,1075 ,6663 ,6.20 ,Greens,,
385,2008,ENDIVE ALL ,Sum of Others ,1088 ,4405 ,4.05 ,Greens,,
386,2008,ENDIVE ALL , State Totals,2163 ,11068 ,5.12 ,Greens,,
387,2008,ESCAROLE ALL ,Monterey ,1029 ,4088 ,3.97 ,Greens,,
388,2008,ESCAROLE ALL ,Sum of Others ,17 ,153 ,9.00 ,Greens,,
389,2008,ESCAROLE ALL , State Totals,1046 ,4241 ,4.05 ,Greens,,
390,2008,FIELD CROP BY-PRODUCTS ,Sum of Others ,1184 ,3286 ,2.78 ,Other Crops,,
391,2008,FIELD CROP BY-PRODUCTS , State Totals,1184 ,3286 ,2.78 ,Other Crops,,
392,2008,FIELD CROPS SEED MISC. ,Kern ,2500 ,1200 ,0.48 ,Other Crops,,
393,2008,FIELD CROPS SEED MISC. ,Monterey ,1438 ,3550 ,2.47 ,Other Crops,,
394,2008,FIELD CROPS SEED MISC. ,Sum of Others ,769 ,397 ,0.52 ,Other Crops,,
395,2008,FIELD CROPS SEED MISC. , State Totals,32757 ,5147 ,1.09 ,Other Crops,,
396,2008,FIELD CROPS UNSPECIFIED ,Kern ,10800 ,71600 ,6.63 ,Other Crops,,
397,2008,FIELD CROPS UNSPECIFIED ,Monterey ,2450 ,4700 ,1.92 ,Other Crops,,
398,2008,FIELD CROPS UNSPECIFIED , State Totals,354779 ,76300 ,5.76 ,Other Crops,,
399,2008,FIGS DRIED ,Madera ,6000 ,9960 ,1.66 ,Other Tree Crops,,
400,2008,FIGS DRIED ,Merced ,1542 ,2413 ,1.56 ,Other Tree Crops,,
401,2008,FIGS DRIED ,Sum of Others ,613 ,928 ,1.51 ,Other Tree Crops,,
402,2008,FIGS DRIED , State Totals,8155 ,13301 ,1.63 ,Other Tree Crops,,
403,2008,FLOWERS DECORATIVE DRIED ,Sum of Others ,31 ,68 ,2.19 ,Other Crops,,
404,2008,FLOWERS DECORATIVE DRIED , State Totals,31 ,68 ,2.19 ,Other Crops,,
405,2008,FRUITS & NUTS UNSPECIFIED ,Kern ,12600 ,75100 ,5.96 ,Other Tree Crops,,
406,2008,FRUITS & NUTS UNSPECIFIED ,Monterey ,195 ,1630 ,8.36 ,Other Tree Crops,,
407,2008,FRUITS & NUTS UNSPECIFIED ,Sum of Others ,1239 ,523 ,0.42 ,Other Tree Crops,,
408,2008,FRUITS & NUTS UNSPECIFIED , State Totals,48588 ,77272 ,5.50 ,Other Tree Crops,,
409,2008,GARLIC ALL ,Fresno ,20200 ,190900 ,9.45 ,Garlic,,
410,2008,GARLIC ALL ,Kern ,2952 ,26200 ,8.88 ,Garlic,,
411,2008,GARLIC ALL ,Kings ,1835 ,19132 ,10.43 ,Garlic,,
412,2008,GARLIC ALL ,Santa Clara ,297 ,1782 ,6.00 ,Garlic,,
413,2008,GARLIC ALL ,Sum of Others ,309 ,2269 ,7.34 ,Garlic,,
414,2008,GARLIC ALL , State Totals,25658 ,240283 ,9.39 ,Garlic,,
415,2008,GRAPEFRUIT ALL ,Imperial ,670 ,2124 ,3.17 ,Citrus,,
416,2008,GRAPEFRUIT ALL ,Kern ,700 ,10150 ,14.50 ,Citrus,,
417,2008,GRAPEFRUIT ALL ,Riverside ,5312 ,83971 ,15.81 ,Citrus,,
418,2008,GRAPEFRUIT ALL ,San Bernardino ,150 ,1350 ,9.00 ,Citrus,,
419,2008,GRAPEFRUIT ALL ,San Diego ,2217 ,28156 ,12.70 ,Citrus,,
420,2008,GRAPEFRUIT ALL ,Tulare ,1060 ,13100 ,12.36 ,Citrus,,
421,2008,GRAPEFRUIT ALL ,Ventura ,106 ,900 ,8.49 ,Citrus,,
422,2008,GRAPEFRUIT ALL ,Sum of Others ,1 ,8 ,8.00 ,Citrus,,
423,2008,GRAPEFRUIT ALL , State Totals,10216 ,139759 ,13.68 ,Citrus,,
424,2008,GRAPES RAISIN ,Fresno ,110859 ,270000 ,2.44 ,Grapes,,
425,2008,GRAPES RAISIN ,Kern ,7663 ,11220 ,1.46 ,Grapes,,
426,2008,GRAPES RAISIN ,Kings ,1710 ,5113 ,2.99 ,Grapes,,
427,2008,GRAPES RAISIN ,Madera ,21000 ,62790 ,2.99 ,Grapes,,
428,2008,GRAPES RAISIN ,Merced ,607 ,1214 ,2.00 ,Grapes,,
429,2008,GRAPES RAISIN ,Tulare ,7100 ,109760 ,15.46 ,Grapes,,
430,2008,GRAPES RAISIN , State Totals,148939 ,460097 ,3.09 ,Grapes,,
431,2008,GRAPES TABLE ,Fresno ,12720 ,150300 ,11.82 ,Grapes,,
432,2008,GRAPES TABLE ,Kern ,28407 ,288500 ,10.16 ,Grapes,,
433,2008,GRAPES TABLE ,Kings ,947 ,8741 ,9.23 ,Grapes,,
434,2008,GRAPES TABLE ,Madera ,3350 ,25671 ,7.66 ,Grapes,,
435,2008,GRAPES TABLE ,Riverside ,8571 ,61998 ,7.23 ,Grapes,,
436,2008,GRAPES TABLE ,San Bernardino ,4 ,2 ,0.50 ,Grapes,,
437,2008,GRAPES TABLE ,San Joaquin ,975 ,4310 ,4.42 ,Grapes,,
438,2008,GRAPES TABLE ,Tulare ,29572 ,286600 ,9.69 ,Grapes,,
439,2008,GRAPES TABLE ,Sum of Others ,7 ,23 ,3.29 ,Grapes,,
440,2008,GRAPES TABLE , State Totals,84553 ,826145 ,9.77 ,Grapes,,
441,2008,GRAPES UNSPECIFIED ,Contra Costa ,1980 ,7860 ,3.97 ,Grapes,,
442,2008,GRAPES UNSPECIFIED ,Glenn ,1233 ,9371 ,7.60 ,Grapes,,
443,2008,GRAPES UNSPECIFIED ,Los Angeles ,400 ,1250 ,3.13 ,Grapes,,
444,2008,GRAPES UNSPECIFIED ,San Bernardino ,160 ,320 ,2.00 ,Grapes,,
445,2008,GRAPES UNSPECIFIED ,Stanislaus ,493 ,5620 ,11.40 ,Grapes,,
446,2008,GRAPES UNSPECIFIED ,Tehama ,219 ,329 ,1.50 ,Grapes,,
447,2008,GRAPES UNSPECIFIED ,Sum of Others ,302 ,1368 ,4.53 ,Grapes,,
448,2008,GRAPES UNSPECIFIED , State Totals,4787 ,26118 ,5.46 ,Grapes,,
449,2008,GRAPES WINE ,Alameda ,2526 ,9417 ,3.73 ,Grapes,,
450,2008,GRAPES WINE ,Amador ,3754 ,12013 ,3.20 ,Grapes,,
451,2008,GRAPES WINE ,Calaveras ,600 ,1170 ,1.95 ,Grapes,,
452,2008,GRAPES WINE ,El Dorado ,1901 ,4182 ,2.20 ,Grapes,,
453,2008,GRAPES WINE ,Fresno ,69631 ,1040100 ,14.94 ,Grapes,,
454,2008,GRAPES WINE ,Kern ,36830 ,411800 ,11.18 ,Grapes,,
455,2008,GRAPES WINE ,Kings ,3831 ,37306 ,9.74 ,Grapes,,
456,2008,GRAPES WINE ,Lake ,8004 ,27974 ,3.50 ,Grapes,,
457,2008,GRAPES WINE ,Madera ,55200 ,555466 ,10.06 ,Grapes,,
458,2008,GRAPES WINE ,Marin ,195 ,199 ,1.02 ,Grapes,,
459,2008,GRAPES WINE ,Mariposa ,100 ,148 ,1.48 ,Grapes,,
460,2008,GRAPES WINE ,Mendocino ,16400 ,45779 ,2.79 ,Grapes,,
461,2008,GRAPES WINE ,Merced ,11075 ,107757 ,9.73 ,Grapes,,
462,2008,GRAPES WINE ,Monterey ,40144 ,201000 ,5.01 ,Grapes,,
463,2008,GRAPES WINE ,Napa ,42870 ,115864 ,2.70 ,Grapes,,
464,2008,GRAPES WINE ,Nevada ,402 ,1189 ,2.96 ,Grapes,,
465,2008,GRAPES WINE ,Placer ,212 ,490 ,2.31 ,Grapes,,
466,2008,GRAPES WINE ,Riverside ,2165 ,4005 ,1.85 ,Grapes,,
467,2008,GRAPES WINE ,Sacramento ,24464 ,131125 ,5.36 ,Grapes,,
468,2008,GRAPES WINE ,San Benito ,3806 ,12560 ,3.30 ,Grapes,,
469,2008,GRAPES WINE ,San Bernardino ,171 ,665 ,3.89 ,Grapes,,
470,2008,GRAPES WINE ,San Diego ,365 ,621 ,1.70 ,Grapes,,
471,2008,GRAPES WINE ,San Joaquin ,89025 ,470060 ,5.28 ,Grapes,,
472,2008,GRAPES WINE ,San Luis Obispo ,34622 ,103507 ,2.99 ,Grapes,,
473,2008,GRAPES WINE ,Santa Barbara ,21643 ,61797 ,2.86 ,Grapes,,
474,2008,GRAPES WINE ,Santa Clara ,1510 ,4530 ,3.00 ,Grapes,,
475,2008,GRAPES WINE ,Santa Cruz ,612 ,1181 ,1.93 ,Grapes,,
476,2008,GRAPES WINE ,Solano ,4002 ,14137 ,3.53 ,Grapes,,
477,2008,GRAPES WINE ,Sonoma ,55431 ,168992 ,3.05 ,Grapes,,
478,2008,GRAPES WINE ,Tulare ,21728 ,259420 ,11.94 ,Grapes,,
479,2008,GRAPES WINE ,Yolo ,12002 ,77402 ,6.45 ,Grapes,,
480,2008,GRAPES WINE ,Yuba ,91 ,116 ,1.27 ,Grapes,,
481,2008,GRAPES WINE , State Totals,565522 ,3881972 ,6.87 ,Grapes,,
482,2008,GREENS TURNIP & MUSTARD ,Ventura ,1073 ,7560 ,7.05 ,Mustard,,
483,2008,GREENS TURNIP & MUSTARD ,Sum of Others ,1971 ,3398 ,1.72 ,Mustard,,
484,2008,GREENS TURNIP & MUSTARD , State Totals,3044 ,10958 ,3.60 ,Mustard,,
485,2008,GUAVAS ,Sum of Others ,216 ,439 ,2.03 ,Other Tree Crops,,
486,2008,GUAVAS , State Totals,216 ,439 ,2.03 ,Other Tree Crops,,
487,2008,HAY ALFALFA ,Alameda ,495 ,2635 ,5.32 ,Alfalfa,,
488,2008,HAY ALFALFA ,Amador ,289 ,1936 ,6.70 ,Alfalfa,,
489,2008,HAY ALFALFA ,Butte ,1716 ,12355 ,7.20 ,Alfalfa,,
490,2008,HAY ALFALFA ,Colusa ,11800 ,92110 ,7.81 ,Alfalfa,,
491,2008,HAY ALFALFA ,Contra Costa ,3590 ,20500 ,5.71 ,Alfalfa,,
492,2008,HAY ALFALFA ,Fresno ,89600 ,687000 ,7.67 ,Alfalfa,,
493,2008,HAY ALFALFA ,Glenn ,16068 ,108459 ,6.75 ,Alfalfa,,
494,2008,HAY ALFALFA ,Imperial ,119243 ,772695 ,6.48 ,Alfalfa,,
495,2008,HAY ALFALFA ,Inyo ,3000 ,18000 ,6.00 ,Alfalfa,,
496,2008,HAY ALFALFA ,Kern ,155000 ,1341000 ,8.65 ,Alfalfa,,
497,2008,HAY ALFALFA ,Kings ,75941 ,494376 ,6.51 ,Alfalfa,,
498,2008,HAY ALFALFA ,Lassen ,26500 ,121105 ,4.57 ,Alfalfa,,
499,2008,HAY ALFALFA ,Los Angeles ,5698 ,49861 ,8.75 ,Alfalfa,,
500,2008,HAY ALFALFA ,Madera ,33400 ,235470 ,7.05 ,Alfalfa,,
501,2008,HAY ALFALFA ,Merced ,84523 ,612776 ,7.25 ,Alfalfa,,
502,2008,HAY ALFALFA ,Modoc ,34400 ,182320 ,5.30 ,Alfalfa,,
503,2008,HAY ALFALFA ,Mono ,10500 ,63000 ,6.00 ,Alfalfa,,
504,2008,HAY ALFALFA ,Monterey ,200 ,1140 ,5.70 ,Alfalfa,,
505,2008,HAY ALFALFA ,Plumas ,5500 ,16500 ,3.00 ,Alfalfa,,
506,2008,HAY ALFALFA ,Riverside ,55988 ,442305 ,7.90 ,Alfalfa,,
507,2008,HAY ALFALFA ,Sacramento ,10238 ,65500 ,6.40 ,Alfalfa,,
508,2008,HAY ALFALFA ,San Bernardino ,7185 ,53426 ,7.44 ,Alfalfa,,
509,2008,HAY ALFALFA ,San Joaquin ,68500 ,473000 ,6.91 ,Alfalfa,,
510,2008,HAY ALFALFA ,San Luis Obispo ,2119 ,13604 ,6.42 ,Alfalfa,,
511,2008,HAY ALFALFA ,Santa Barbara ,596 ,4267 ,7.16 ,Alfalfa,,
512,2008,HAY ALFALFA ,Santa Clara ,556 ,4059 ,7.30 ,Alfalfa,,
513,2008,HAY ALFALFA ,Shasta ,3000 ,15600 ,5.20 ,Alfalfa,,
514,2008,HAY ALFALFA ,Sierra ,2000 ,4800 ,2.40 ,Alfalfa,,
515,2008,HAY ALFALFA ,Siskiyou ,54327 ,285217 ,5.25 ,Alfalfa,,
516,2008,HAY ALFALFA ,Solano ,30599 ,212663 ,6.95 ,Alfalfa,,
517,2008,HAY ALFALFA ,Stanislaus ,35330 ,285000 ,8.07 ,Alfalfa,,
518,2008,HAY ALFALFA ,Sutter ,8444 ,60037 ,7.11 ,Alfalfa,,
519,2008,HAY ALFALFA ,Tehama ,3798 ,24307 ,6.40 ,Alfalfa,,
520,2008,HAY ALFALFA ,Tulare ,102000 ,969000 ,9.50 ,Alfalfa,,
521,2008,HAY ALFALFA ,Yolo ,56710 ,387896 ,6.84 ,Alfalfa,,
522,2008,HAY ALFALFA ,Sum of Others ,320 ,2470 ,7.72 ,Alfalfa,,
523,2008,HAY ALFALFA , State Totals,1119173 ,8136389 ,7.27 ,Alfalfa,,
524,2008,HAY GRAIN ,Calaveras ,200 ,200 ,1.00 ,Other Hay/Non Alfalfa,,
525,2008,HAY GRAIN ,Colusa ,3500 ,4900 ,1.40 ,Other Hay/Non Alfalfa,,
526,2008,HAY GRAIN ,Contra Costa ,1540 ,4250 ,2.76 ,Other Hay/Non Alfalfa,,
527,2008,HAY GRAIN ,Del Norte ,600 ,1680 ,2.80 ,Other Hay/Non Alfalfa,,
528,2008,HAY GRAIN ,Kern ,32000 ,122900 ,3.84 ,Other Hay/Non Alfalfa,,
529,2008,HAY GRAIN ,Kings ,4515 ,21478 ,4.76 ,Other Hay/Non Alfalfa,,
530,2008,HAY GRAIN ,Lassen ,8500 ,31210 ,3.67 ,Other Hay/Non Alfalfa,,
531,2008,HAY GRAIN ,Los Angeles ,3504 ,12246 ,3.49 ,Other Hay/Non Alfalfa,,
532,2008,HAY GRAIN ,Madera ,5200 ,10812 ,2.08 ,Other Hay/Non Alfalfa,,
533,2008,HAY GRAIN ,Marin ,380 ,836 ,2.20 ,Other Hay/Non Alfalfa,,
534,2008,HAY GRAIN ,Merced ,38820 ,156011 ,4.02 ,Other Hay/Non Alfalfa,,
535,2008,HAY GRAIN ,Modoc ,10050 ,30150 ,3.00 ,Other Hay/Non Alfalfa,,
536,2008,HAY GRAIN ,Monterey ,3088 ,6080 ,1.97 ,Other Hay/Non Alfalfa,,
537,2008,HAY GRAIN ,Napa ,157 ,314 ,2.00 ,Other Hay/Non Alfalfa,,
538,2008,HAY GRAIN ,Placer ,752 ,1080 ,1.44 ,Other Hay/Non Alfalfa,,
539,2008,HAY GRAIN ,Plumas ,700 ,1050 ,1.50 ,Other Hay/Non Alfalfa,,
540,2008,HAY GRAIN ,Riverside ,1571 ,1571 ,1.00 ,Other Hay/Non Alfalfa,,
541,2008,HAY GRAIN ,Sacramento ,5669 ,17580 ,3.10 ,Other Hay/Non Alfalfa,,
542,2008,HAY GRAIN ,San Benito ,13490 ,24957 ,1.85 ,Other Hay/Non Alfalfa,,
543,2008,HAY GRAIN ,San Diego ,1000 ,1300 ,1.30 ,Other Hay/Non Alfalfa,,
544,2008,HAY GRAIN ,San Luis Obispo ,11275 ,18266 ,1.62 ,Other Hay/Non Alfalfa,,
545,2008,HAY GRAIN ,San Mateo ,278 ,942 ,3.39 ,Other Hay/Non Alfalfa,,
546,2008,HAY GRAIN ,Santa Barbara ,4862 ,13954 ,2.87 ,Other Hay/Non Alfalfa,,
547,2008,HAY GRAIN ,Sierra ,600 ,1440 ,2.40 ,Other Hay/Non Alfalfa,,
548,2008,HAY GRAIN ,Solano ,14178 ,42155 ,2.97 ,Other Hay/Non Alfalfa,,
549,2008,HAY GRAIN ,Sonoma ,4896 ,8269 ,1.69 ,Other Hay/Non Alfalfa,,
550,2008,HAY GRAIN ,Sutter ,1952 ,4646 ,2.38 ,Other Hay/Non Alfalfa,,
551,2008,HAY GRAIN ,Tehama ,4551 ,10467 ,2.30 ,Other Hay/Non Alfalfa,,
552,2008,HAY GRAIN ,Trinity ,275 ,605 ,2.20 ,Other Hay/Non Alfalfa,,
553,2008,HAY GRAIN ,Yolo ,16813 ,53969 ,3.21 ,Other Hay/Non Alfalfa,,
554,2008,HAY GRAIN ,Sum of Others ,5425 ,9892 ,1.82 ,Other Hay/Non Alfalfa,,
555,2008,HAY GRAIN , State Totals,206029 ,615210 ,3.07 ,Other Hay/Non Alfalfa,,
556,2008,HAY GREEN CHOP ,Riverside ,9592 ,133070 ,13.87 ,Other Hay/Non Alfalfa,,
557,2008,HAY GREEN CHOP ,San Bernardino ,4090 ,101315 ,24.77 ,Other Hay/Non Alfalfa,,
558,2008,HAY GREEN CHOP ,San Diego ,85 ,1870 ,22.00 ,Other Hay/Non Alfalfa,,
559,2008,HAY GREEN CHOP ,Sonoma ,248 ,1815 ,7.32 ,Other Hay/Non Alfalfa,,
560,2008,HAY GREEN CHOP ,Sum of Others ,2200 ,66000 ,30.00 ,Other Hay/Non Alfalfa,,
561,2008,HAY GREEN CHOP , State Totals,16215 ,304070 ,18.75 ,Other Hay/Non Alfalfa,,
562,2008,HAY OTHER UNSPECIFIED ,Alameda ,3795 ,6020 ,1.59 ,Other,,
563,2008,HAY OTHER UNSPECIFIED ,Alpine ,8 ,16 ,2.00 ,Other,,
564,2008,HAY OTHER UNSPECIFIED ,Calaveras ,40 ,60 ,1.50 ,Other,,
565,2008,HAY OTHER UNSPECIFIED ,Del Norte ,1830 ,4209 ,2.30 ,Other,,
566,2008,HAY OTHER UNSPECIFIED ,El Dorado ,216 ,281 ,1.30 ,Other,,
567,2008,HAY OTHER UNSPECIFIED ,Fresno ,42100 ,189000 ,4.49 ,Other,,
568,2008,HAY OTHER UNSPECIFIED ,Glenn ,2793 ,5865 ,2.10 ,Other,,
569,2008,HAY OTHER UNSPECIFIED ,Humboldt ,2200 ,6600 ,3.00 ,Other,,
570,2008,HAY OTHER UNSPECIFIED ,Imperial ,69331 ,460864 ,6.65 ,Other,,
571,2008,HAY OTHER UNSPECIFIED ,Inyo ,1800 ,6750 ,3.75 ,Other,,
572,2008,HAY OTHER UNSPECIFIED ,Kern ,15000 ,32200 ,2.15 ,Other,,
